,objectid,province_territory,project_name,total_project_capacity_mw,turbine_identifier,turbine_number_in_project,turbine_rated_capacity_k_w,rotor_diameter_m,hub_height_m,manufacturer,model,commissioning_date,latitude,longitude,notes
6064,6065,Quebec,Gros-Morne,211.5,GRM24,24/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2048175457008,-65.4326003980409,
6065,6066,Quebec,Gros-Morne,211.5,GRM25,25/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2029941953622,-65.4348319852526,
6066,6067,Quebec,Gros-Morne,211.5,GRM26,26/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2004417447928,-65.4304685600112,
6067,6068,Quebec,Gros-Morne,211.5,GRM27,27/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1982598349012,-65.4300120639942,
6068,6069,Quebec,Gros-Morne,211.5,GRM28,28/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1961182218836,-65.4293810471509,
6069,6070,Quebec,Gros-Morne,211.5,GRM29,29/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1940713283956,-65.4287697852859,
6070,6071,Quebec,Gros-Morne,211.5,GRM30,30/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1916239589941,-65.4278558088402,
6071,6072,Quebec,Gros-Morne,211.5,GRM31,31/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1896568578101,-65.4269699707814,
6072,6073,Quebec,Gros-Morne,211.5,GRM32,32/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1862250308604,-65.4254148764982,
6073,6074,Quebec,Gros-Morne,211.5,GRM33,33/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.188239216422,-65.4183296073291,
6074,6075,Quebec,Gros-Morne,211.5,GRM34,34/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1863116522554,-65.417047093949,
6075,6076,Quebec,Gros-Morne,211.5,GRM35,35/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1788762891618,-65.4200359951413,
6076,6077,Quebec,Gros-Morne,211.5,GRM36,36/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1768876920379,-65.4183194689286,
6077,6078,Quebec,Gros-Morne,211.5,GRM37,37/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1739456685124,-65.418467886027,
6078,6079,Quebec,Gros-Morne,211.5,GRM38,38/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1759136582317,-65.409188488023,
6079,6080,Quebec,Gros-Morne,211.5,GRM39,39/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2252108873835,-65.3973878322909,
6080,6081,Quebec,Gros-Morne,211.5,GRM40,40/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2260999730704,-65.3933722382268,
6081,6082,Quebec,Gros-Morne,211.5,GRM41,41/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2087142369045,-65.4075508937938,
6082,6083,Quebec,Gros-Morne,211.5,GRM42,42/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2120700446057,-65.4044345604105,
6083,6084,Quebec,Gros-Morne,211.5,GRM43,43/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.214453979485,-65.3954569394435,
6084,6085,Quebec,Gros-Morne,211.5,GRM44,44/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2162716612952,-65.3872452440819,
6085,6086,Quebec,Gros-Morne,211.5,GRM45,45/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2143068828843,-65.3845417143136,
6086,6087,Quebec,Gros-Morne,211.5,GRM46,46/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2020055068304,-65.4011620393715,
6087,6088,Quebec,Gros-Morne,211.5,GRM47,47/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2078165362861,-65.3654559901494,
6088,6089,Quebec,Gros-Morne,211.5,GRM48,48/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2045205874148,-65.3684153672527,
6089,6090,Quebec,Gros-Morne,211.5,GRM49,49/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2025239541469,-65.3666192526363,
6090,6091,Quebec,Gros-Morne,211.5,GRM50,50/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.202805518508,-65.3788627559383,
6091,6092,Quebec,Gros-Morne,211.5,GRM51,51/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.200745792653,-65.3791171243221,
6092,6093,Quebec,Gros-Morne,211.5,GRM52,52/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1935428831873,-65.3759722368733,
6093,6094,Quebec,Gros-Morne,211.5,GRM53,53/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.192305599105,-65.3802531869482,
6094,6095,Quebec,Gros-Morne,211.5,GRM54,54/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1917359594205,-65.3847509828426,
6095,6096,Quebec,Gros-Morne,211.5,GRM55,55/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1904075310769,-65.3887544882866,
6096,6097,Quebec,Gros-Morne,211.5,GRM56,56/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2358970009633,-65.4867470533241,
6097,6098,Quebec,Gros-Morne,211.5,GRM57,57/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2369053629734,-65.4922990586809,
6098,6099,Quebec,Gros-Morne,211.5,GRM58,58/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2349109512824,-65.4918494599326,
6099,6100,Quebec,Gros-Morne,211.5,GRM59,59/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2328756052723,-65.4913608822412,
6100,6101,Quebec,Gros-Morne,211.5,GRM60,60/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2308003038146,-65.4906099068756,
6101,6102,Quebec,Gros-Morne,211.5,GRM61,61/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2258491584868,-65.4851106375043,
6102,6103,Quebec,Gros-Morne,211.5,GRM62,62/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2267976488729,-65.476175807294,
6103,6104,Quebec,Gros-Morne,211.5,GRM63,63/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2248416935298,-65.4756761229278,
6104,6105,Quebec,Gros-Morne,211.5,GRM64,64/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2262317293992,-65.4642039855325,
6105,6106,Quebec,Gros-Morne,211.5,GRM65,65/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.222875208204,-65.4660022851077,
6106,6107,Quebec,Gros-Morne,211.5,GRM66,66/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2217997375153,-65.4725090760819,
6107,6108,Quebec,Gros-Morne,211.5,GRM67,67/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.237075686504,-65.4997230999484,
6108,6109,Quebec,Gros-Morne,211.5,GRM68,68/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2349672084642,-65.4990850537135,
6109,6110,Quebec,Gros-Morne,211.5,GRM69,69/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2318181887926,-65.4978231752303,
6110,6111,Quebec,Gros-Morne,211.5,GRM70,70/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2298519156875,-65.4971117831918,
6111,6112,Quebec,Gros-Morne,211.5,GRM71,71/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2277740071632,-65.4943781604967,
6112,6113,Quebec,Gros-Morne,211.5,GRM72,72/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2255922200094,-65.4942479540234,
6113,6114,Quebec,Gros-Morne,211.5,GRM73,73/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2235754572128,-65.4935641019347,
6114,6115,Quebec,Gros-Morne,211.5,GRM74,74/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.221970270219,-65.5002008885856,
6115,6116,Quebec,Gros-Morne,211.5,GRM75,75/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2192700256283,-65.4997677082727,
6116,6117,Quebec,Gros-Morne,211.5,GRM76,76/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2168652384519,-65.4995180800893,
6117,6118,Quebec,Gros-Morne,211.5,GRM77,77/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2193269942499,-65.491456240117,
6118,6119,Quebec,Gros-Morne,211.5,GRM78,78/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2172817747232,-65.490228140693,
6119,6120,Quebec,Gros-Morne,211.5,GRM79,79/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2153392423594,-65.485368308465,
6120,6121,Quebec,Gros-Morne,211.5,GRM80,80/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2144251986957,-65.4806431192846,
6121,6122,Quebec,Gros-Morne,211.5,GRM81,81/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2201407823231,-65.4840434674604,
6122,6123,Quebec,Gros-Morne,211.5,GRM82,82/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2233479222265,-65.4834274033656,
6123,6124,Quebec,Gros-Morne,211.5,GRM83,83/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2209806200744,-65.4797789114457,
6124,6125,Quebec,Gros-Morne,211.5,GRM84,84/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2236715051482,-65.5125934871024,
6125,6126,Quebec,Gros-Morne,211.5,GRM85,85/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.221915196649,-65.509093972722,
6126,6127,Quebec,Gros-Morne,211.5,GRM86,86/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.214709155428,-65.4999672006558,
6127,6128,Quebec,Gros-Morne,211.5,GRM87,87/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2126887301814,-65.4993266088694,
6128,6129,Quebec,Gros-Morne,211.5,GRM88,88/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2097762824524,-65.5167696371088,
6129,6130,Quebec,Gros-Morne,211.5,GRM89,89/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2111101369984,-65.5074900377452,
6130,6131,Quebec,Gros-Morne,211.5,GRM90,90/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2075373163016,-65.5053630602659,
6131,6132,Quebec,Gros-Morne,211.5,GRM91,91/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2084272745653,-65.4973131111608,
6132,6133,Quebec,Gros-Morne,211.5,GRM92,92/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2059135105129,-65.4957196513483,
6133,6134,Quebec,Gros-Morne,211.5,GRM93,93/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2027632102483,-65.4946998156445,
6134,6135,Quebec,Gros-Morne,211.5,GRM94,94/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2006284952005,-65.4933596294705,
6135,6136,Quebec,Gros-Morne,211.5,GRM95,95/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1985030205667,-65.4921790829482,
6136,6137,Quebec,Gros-Morne,211.5,GRM96,96/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1963263093877,-65.4923068530202,
6137,6138,Quebec,Gros-Morne,211.5,GRM97,97/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1994720365728,-65.5162155188409,
6138,6139,Quebec,Gros-Morne,211.5,GRM98,98/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1974887371639,-65.515239359737,
6139,6140,Quebec,Gros-Morne,211.5,GRM99,99/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.200220091467,-65.510344395857,
6140,6141,Quebec,Gros-Morne,211.5,GRM100,100/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2005292140811,-65.5053241558,
6141,6142,Quebec,Gros-Morne,211.5,GRM101,101/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1983282797326,-65.5046904702915,
6142,6143,Quebec,Gros-Morne,211.5,GRM102,102/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1962118764617,-65.5029991235495,
6143,6144,Quebec,Gros-Morne,211.5,GRM103,103/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1940177519529,-65.5018497072293,
6144,6145,Quebec,Gros-Morne,211.5,GRM104,104/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1918674130293,-65.5005911138983,
6145,6146,Quebec,Gros-Morne,211.5,GRM105,105/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1898379053169,-65.4993482763134,
6146,6147,Quebec,Gros-Morne,211.5,GRM106,106/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1936259420336,-65.5124475976405,
6147,6148,Quebec,Gros-Morne,211.5,GRM107,107/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1917254855135,-65.5133368889043,
6148,6149,Quebec,Gros-Morne,211.5,GRM108,108/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1896425493021,-65.5135656458318,
6149,6150,Quebec,Gros-Morne,211.5,GRM109,109/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1866597353378,-65.5090493208246,
6150,6151,Quebec,Gros-Morne,211.5,GRM110,110/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1849915216449,-65.502316116467,
6151,6152,Quebec,Gros-Morne,211.5,GRM111,111/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1827874436493,-65.5020463116126,
6152,6153,Quebec,Gros-Morne,211.5,GRM112,112/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1793340302331,-65.5023395600279,
6153,6154,Quebec,Gros-Morne,211.5,GRM113,113/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1773583241605,-65.5014002587871,
6154,6155,Quebec,Gros-Morne,211.5,GRM114,114/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1752240835452,-65.50058786602,
6155,6156,Quebec,Gros-Morne,211.5,GRM115,115/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1732423818739,-65.500406215115,
6156,6157,Quebec,Gros-Morne,211.5,GRM116,116/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1898150949877,-65.4346277649483,
6157,6158,Quebec,Gros-Morne,211.5,GRM117,117/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1747536771416,-65.5110596464228,
6158,6159,Quebec,Gros-Morne,211.5,GRM118,118/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1866969795623,-65.4946656575921,
6159,6160,Quebec,Gros-Morne,211.5,GRM119,119/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.183596971375,-65.4914040114565,
6160,6161,Quebec,Gros-Morne,211.5,GRM120,120/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1814510326376,-65.4900645442017,
6161,6162,Quebec,Gros-Morne,211.5,GRM121,121/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1793547319574,-65.4883017110342,
6162,6163,Quebec,Gros-Morne,211.5,GRM122,122/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1774750367418,-65.4877023556729,
6163,6164,Quebec,Gros-Morne,211.5,GRM123,123/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1784104771741,-65.4795665015571,
6164,6165,Quebec,Gros-Morne,211.5,GRM124,124/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1815597362955,-65.4795713578608,
6165,6166,Quebec,Gros-Morne,211.5,GRM125,125/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2007505135665,-65.4800011580271,
6166,6167,Quebec,Gros-Morne,211.5,GRM126,126/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1986250105693,-65.4791316606638,
6167,6168,Quebec,Gros-Morne,211.5,GRM127,127/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2015480472237,-65.4693476354732,
6168,6169,Quebec,Gros-Morne,211.5,GRM128,128/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1994389093013,-65.4689226709966,
6169,6170,Quebec,Gros-Morne,211.5,GRM129,129/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.196350178792,-65.4689707629347,
6170,6171,Quebec,Gros-Morne,211.5,GRM130,130/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1961481839028,-65.4611494180745,
6171,6172,Quebec,Gros-Morne,211.5,GRM131,131/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1901122771314,-65.4659036312141,
6172,6173,Quebec,Gros-Morne,211.5,GRM132,132/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1847121470899,-65.4582642260827,
6173,6174,Quebec,Gros-Morne,211.5,GRM133,133/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1827635653625,-65.4576600395287,
6174,6175,Quebec,Gros-Morne,211.5,GRM134,134/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1808488868374,-65.4572098572461,
6175,6176,Quebec,Gros-Morne,211.5,GRM135,135/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1784449450012,-65.4567096239679,
6176,6177,Quebec,Gros-Morne,211.5,GRM136,136/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1763287346711,-65.4561938637434,
6177,6178,Quebec,Gros-Morne,211.5,GRM137,137/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.1731619924933,-65.4552744321976,
6178,6179,Quebec,Gros-Morne,211.5,GRM138,138/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2042552415965,-65.4042487652948,
6179,6180,Quebec,Gros-Morne,211.5,GRM139,139/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2085708361192,-65.3981847383961,
6180,6181,Quebec,Gros-Morne,211.5,GRM140,140/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2114412193968,-65.3931612727036,
6181,6182,Quebec,Gros-Morne,211.5,GRM141,141/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2130054491515,-65.3993533138607,
6182,6183,Quebec,Seigneurie de Beaupré,340.0,SDB1,1/154,2000.0,82.0,85.0,Enercon,E-82,2013/2014,47.3325288884033,-70.8280754191786,
6183,6184,Quebec,Seigneurie de Beaupré,340.0,SDB2,2/154,2000.0,82.0,85.0,Enercon,E-82,2013/2014,47.3306494896292,-70.8286793057743,
6184,6185,Quebec,Seigneurie de Beaupré,340.0,SDB3,3/154,2000.0,82.0,85.0,Enercon,E-82,2013/2014,47.3433962623756,-70.8684407896907,
6185,6186,Quebec,Seigneurie de Beaupré,340.0,SDB4,4/154,2300.0,70.0,85.0,Enercon,E-72,2013/2014,47.3390072682651,-70.8517479421256,
6186,6187,Quebec,Seigneurie de Beaupré,340.0,SDB5,5/154,2000.0,82.0,85.0,Enercon,E-82,2013/2014,47.3482145944855,-70.8725634779232,
6187,6188,Quebec,Seigneurie de Beaupré,340.0,SDB6,6/154,2000.0,82.0,85.0,Enercon,E-82,2013/2014,47.3458376071322,-70.8706750665381,
6188,6189,Quebec,Seigneurie de Beaupré,340.0,SDB7,7/154,2000.0,82.0,98.0,Enercon,E-82,2013/2014,47.3645423204005,-70.8716088570724,
6189,6190,Quebec,Seigneurie de Beaupré,340.0,SDB8,8/154,2000.0,82.0,85.0,Enercon,E-82,2013/2014,47.3032827309897,-70.9253787053224,
6190,6191,Quebec,Seigneurie de Beaupré,340.0,SDB9,9/154,2000.0,82.0,85.0,Enercon,E-82,2013/2014,47.3057889684998,-70.923041003515,
6191,6192,Quebec,Seigneurie de Beaupré,340.0,SDB10,10/154,2000.0,82.0,85.0,Enercon,E-82,2013/2014,47.3032865683982,-70.9318917770525,
6192,6193,Quebec,Seigneurie de Beaupré,340.0,SDB11,11/154,2000.0,82.0,85.0,Enercon,E-82,2013/2014,47.3031010819246,-70.9391201751537,
6193,6194,Quebec,Seigneurie de Beaupré,340.0,SDB12,12/154,2000.0,82.0,85.0,Enercon,E-82,2013/2014,47.3063187261532,-70.9430070910445,
6194,6195,Quebec,Seigneurie de Beaupré,340.0,SDB13,13/154,2000.0,82.0,85.0,Enercon,E-82,2013/2014,47.3069815401369,-70.9497913215733,
6195,6196,Quebec,Seigneurie de Beaupré,340.0,SDB14,14/154,2300.0,70.0,85.0,Enercon,E-72,2013/2014,47.3171447502559,-70.9479868993543,
6196,6197,Quebec,Seigneurie de Beaupré,340.0,SDB15,15/154,2300.0,70.0,85.0,Enercon,E-72,2013/2014,47.318944796685,-70.941412940189,
6197,6198,Quebec,Seigneurie de Beaupré,340.0,SDB16,16/154,2300.0,70.0,85.0,Enercon,E-72,2013/2014,47.3223373209192,-70.9402114233127,
6198,6199,Quebec,Seigneurie de Beaupré,340.0,SDB17,17/154,2300.0,70.0,85.0,Enercon,E-72,2013/2014,47.3158449544317,-70.9396416860295,
6199,6200,Quebec,Seigneurie de Beaupré,340.0,SDB18,18/154,2000.0,82.0,98.0,Enercon,E-82,2013/2014,47.3233122951905,-70.9126290588898,
6200,6201,Quebec,Seigneurie de Beaupré,340.0,SDB19,19/154,2000.0,82.0,85.0,Enercon,E-82,2013/2014,47.3259265437652,-70.9154480407205,
6201,6202,Quebec,Seigneurie de Beaupré,340.0,SDB20,20/154,2000.0,82.0,85.0,Enercon,E-82,2013/2014,47.3284009933426,-70.9182033900404,
6202,6203,Quebec,Seigneurie de Beaupré,340.0,SDB21,21/154,2000.0,82.0,85.0,Enercon,E-82,2013/2014,47.3233712771568,-70.9596030931568,
6203,6204,Quebec,Seigneurie de Beaupré,340.0,SDB22,22/154,2000.0,82.0,85.0,Enercon,E-82,2013/2014,47.3266294904892,-70.9598406341966,
6204,6205,Quebec,Seigneurie de Beaupré,340.0,SDB23,23/154,2000.0,82.0,85.0,Enercon,E-82,2013/2014,47.3291461265781,-70.95454088285,
6205,6206,Quebec,Seigneurie de Beaupré,340.0,SDB24,24/154,2000.0,82.0,85.0,Enercon,E-82,2013/2014,47.3321231031941,-70.9539805209713,
6206,6207,Quebec,Seigneurie de Beaupré,340.0,SDB25,25/154,2000.0,82.0,85.0,Enercon,E-82,2013/2014,47.3352334920195,-70.9531447209022,
6207,6208,Quebec,Seigneurie de Beaupré,340.0,SDB26,26/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2727795610066,-70.9956360173067,
6208,6209,Quebec,Seigneurie de Beaupré,340.0,SDB27,27/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.270634061456,-70.9959470909248,
6209,6210,Quebec,Seigneurie de Beaupré,340.0,SDB28,28/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2680396423603,-70.9934479149398,
6210,6211,Quebec,Seigneurie de Beaupré,340.0,SDB29,29/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2646456216129,-70.9918796613178,
6211,6212,Quebec,Seigneurie de Beaupré,340.0,SDB30,30/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2625000023702,-70.9900093105082,
6212,6213,Quebec,Seigneurie de Beaupré,340.0,SDB31,31/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2549619958213,-70.9909982853287,
6213,6214,Quebec,Seigneurie de Beaupré,340.0,SDB32,32/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2580960300878,-70.9884381249106,
6214,6215,Quebec,Seigneurie de Beaupré,340.0,SDB33,33/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2604026316877,-70.9893209215576,
6215,6216,Quebec,Seigneurie de Beaupré,340.0,SDB34,34/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2556072288903,-70.9746565095193,
6216,6217,Quebec,Seigneurie de Beaupré,340.0,SDB35,35/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.253063509428,-70.975458115819,
6217,6218,Quebec,Seigneurie de Beaupré,340.0,SDB36,36/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2607887229712,-70.9667162384571,
6218,6219,Quebec,Seigneurie de Beaupré,340.0,SDB37,37/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2637343622334,-70.965895668413,
6219,6220,Quebec,Seigneurie de Beaupré,340.0,SDB38,38/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2682871011604,-70.9661145005363,
6220,6221,Quebec,Seigneurie de Beaupré,340.0,SDB39,39/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2699255654265,-70.962679477098,
6221,6222,Quebec,Seigneurie de Beaupré,340.0,SDB40,40/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2722785108348,-70.9454157980254,
6222,6223,Quebec,Seigneurie de Beaupré,340.0,SDB41,41/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2702074361507,-70.9443585135942,
6223,6224,Quebec,Seigneurie de Beaupré,340.0,SDB42,42/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.26767787535,-70.9398776543789,
6224,6225,Quebec,Seigneurie de Beaupré,340.0,SDB43,43/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2648537411359,-70.9363471142813,
6225,6226,Quebec,Seigneurie de Beaupré,340.0,SDB44,44/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2495075859442,-70.9293844140508,
6226,6227,Quebec,Seigneurie de Beaupré,340.0,SDB45,45/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2489337402502,-70.9229106691094,
6227,6228,Quebec,Seigneurie de Beaupré,340.0,SDB46,46/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2494292528388,-70.9136087080421,
6228,6229,Quebec,Seigneurie de Beaupré,340.0,SDB47,47/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2484396162477,-70.9082083416786,
6229,6230,Quebec,Seigneurie de Beaupré,340.0,SDB48,48/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2626714667798,-70.9164906842253,
6230,6231,Quebec,Seigneurie de Beaupré,340.0,SDB49,49/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2646867416531,-70.9192295455388,
6231,6232,Quebec,Seigneurie de Beaupré,340.0,SDB50,50/154,2300.0,82.0,85.0,Enercon,E-82 E2,2013/2014,47.2675135122072,-70.9219029241298,
