,objectid,province_territory,project_name,total_project_capacity_mw,turbine_identifier,turbine_number_in_project,turbine_rated_capacity_k_w,rotor_diameter_m,hub_height_m,manufacturer,model,commissioning_date,latitude,longitude,notes
5889,5890,Quebec,Roncevaux,74.8,RON25,25/34,2200.0,107.0,80.0,GE,GE 2.2-107,2016,48.1538958296255,-67.4006343897917,
5890,5891,Quebec,Roncevaux,74.8,RON26,26/34,2200.0,107.0,80.0,GE,GE 2.2-107,2016,48.13744,-67.3884629999999,
5891,5892,Quebec,Roncevaux,74.8,RON27,27/34,2200.0,107.0,80.0,GE,GE 2.2-107,2016,48.142537,-67.3704809999999,
5892,5893,Quebec,Roncevaux,74.8,RON28,28/34,2200.0,107.0,80.0,GE,GE 2.2-107,2016,48.13638,-67.3567059999999,
5893,5894,Quebec,Roncevaux,74.8,RON29,29/34,2200.0,107.0,80.0,GE,GE 2.2-107,2016,48.130709,-67.351384,
5894,5895,Quebec,Roncevaux,74.8,RON30,30/34,2200.0,107.0,80.0,GE,GE 2.2-107,2016,48.1325419999999,-67.343917,
5895,5896,Quebec,Roncevaux,74.8,RON31,31/34,2200.0,107.0,80.0,GE,GE 2.2-107,2016,48.1372679999999,-67.3428009999999,
5896,5897,Quebec,Roncevaux,74.8,RON32,32/34,2200.0,107.0,80.0,GE,GE 2.2-107,2016,48.112747,-67.481589,
5897,5898,Quebec,Roncevaux,74.8,RON33,33/34,2200.0,107.0,80.0,GE,GE 2.2-107,2016,48.1167210664302,-67.4816814788152,
5898,5899,Quebec,Roncevaux,74.8,RON34,34/34,2200.0,107.0,80.0,GE,GE 2.2-107,2016,48.149169177193,-67.4755854107854,
5899,5900,Quebec,Mont Sainte-Marguerite,147.2,MSM1,1/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3549769015066,-71.0786913693465,
5900,5901,Quebec,Mont Sainte-Marguerite,147.2,MSM2,2/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3490252171476,-71.0887017200461,
5901,5902,Quebec,Mont Sainte-Marguerite,147.2,MSM3,3/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3442250484631,-71.0885187484256,
5902,5903,Quebec,Mont Sainte-Marguerite,147.2,MSM4,4/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3408915767875,-71.0865459601433,
5903,5904,Quebec,Mont Sainte-Marguerite,147.2,MSM5,5/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3370845532364,-71.0839171488227,
5904,5905,Quebec,Mont Sainte-Marguerite,147.2,MSM6,6/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3336424263594,-71.0798752555756,
5905,5906,Quebec,Mont Sainte-Marguerite,147.2,MSM7,7/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3020846731043,-71.0609757691908,
5906,5907,Quebec,Mont Sainte-Marguerite,147.2,MSM8,8/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.2987475831556,-71.0544637404524,
5907,5908,Quebec,Mont Sainte-Marguerite,147.2,MSM9,9/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3417653951603,-71.1084690247496,
5908,5909,Quebec,Mont Sainte-Marguerite,147.2,MSM10,10/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3382078400756,-71.1049154653295,
5909,5910,Quebec,Mont Sainte-Marguerite,147.2,MSM11,11/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3750857112402,-71.1293318956496,
5910,5911,Quebec,Mont Sainte-Marguerite,147.2,MSM12,12/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3690209770693,-71.1390256370302,
5911,5912,Quebec,Mont Sainte-Marguerite,147.2,MSM13,13/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3607360919728,-71.1539033618869,
5912,5913,Quebec,Mont Sainte-Marguerite,147.2,MSM14,14/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3636495283126,-71.1616049842957,
5913,5914,Quebec,Mont Sainte-Marguerite,147.2,MSM15,15/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3582625524002,-71.170122272804,
5914,5915,Quebec,Mont Sainte-Marguerite,147.2,MSM16,16/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3565534466106,-71.1564941706843,
5915,5916,Quebec,Mont Sainte-Marguerite,147.2,MSM17,17/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3562370695138,-71.1404720127608,
5916,5917,Quebec,Mont Sainte-Marguerite,147.2,MSM18,18/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3520131967926,-71.1383086159056,
5917,5918,Quebec,Mont Sainte-Marguerite,147.2,MSM19,19/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3482258105404,-71.1335895241299,
5918,5919,Quebec,Mont Sainte-Marguerite,147.2,MSM20,20/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3288783996366,-71.1419933177716,
5919,5920,Quebec,Mont Sainte-Marguerite,147.2,MSM21,21/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3203160424812,-71.1358441024755,
5920,5921,Quebec,Mont Sainte-Marguerite,147.2,MSM22,22/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3127300561133,-71.1446640061979,
5921,5922,Quebec,Mont Sainte-Marguerite,147.2,MSM23,23/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3105411524524,-71.1406652145408,
5922,5923,Quebec,Mont Sainte-Marguerite,147.2,MSM24,24/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3080155012031,-71.1376322761631,
5923,5924,Quebec,Mont Sainte-Marguerite,147.2,MSM25,25/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3137573308356,-71.1280111714349,
5924,5925,Quebec,Mont Sainte-Marguerite,147.2,MSM26,26/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3195426966256,-71.1733314625441,
5925,5926,Quebec,Mont Sainte-Marguerite,147.2,MSM27,27/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3187908028944,-71.1873327814364,
5926,5927,Quebec,Mont Sainte-Marguerite,147.2,MSM28,28/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3128225350746,-71.1943639797784,
5927,5928,Quebec,Mont Sainte-Marguerite,147.2,MSM29,29/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3125010190125,-71.1890665063659,
5928,5929,Quebec,Mont Sainte-Marguerite,147.2,MSM30,30/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3130602696381,-71.1784907907267,
5929,5930,Quebec,Mont Sainte-Marguerite,147.2,MSM31,31/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3108180518827,-71.1746907607111,
5930,5931,Quebec,Mont Sainte-Marguerite,147.2,MSM32,32/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3350949936729,-71.200418864919,
5931,5932,Quebec,Mont Sainte-Marguerite,147.2,MSM33,33/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3275562689342,-71.1985194074893,
5932,5933,Quebec,Mont Sainte-Marguerite,147.2,MSM34,34/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3243200589727,-71.2304117635892,
5933,5934,Quebec,Mont Sainte-Marguerite,147.2,MSM35,35/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.328352084665,-71.2358165303899,
5934,5935,Quebec,Mont Sainte-Marguerite,147.2,MSM36,36/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3223977698554,-71.2439989340121,
5935,5936,Quebec,Mont Sainte-Marguerite,147.2,MSM37,37/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3175677754681,-71.2378486740394,
5936,5937,Quebec,Mont Sainte-Marguerite,147.2,MSM38,38/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3092465347649,-71.2282876753827,
5937,5938,Quebec,Mont Sainte-Marguerite,147.2,MSM39,39/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.3000774884627,-71.1007796092773,
5938,5939,Quebec,Mont Sainte-Marguerite,147.2,MSM40,40/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.2940759711807,-71.1097334166933,
5939,5940,Quebec,Mont Sainte-Marguerite,147.2,MSM41,41/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.294619322756,-71.097662711032,
5940,5941,Quebec,Mont Sainte-Marguerite,147.2,MSM42,42/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.2898295524554,-71.1037307242157,
5941,5942,Quebec,Mont Sainte-Marguerite,147.2,MSM43,43/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.2881371561234,-71.0903313415362,
5942,5943,Quebec,Mont Sainte-Marguerite,147.2,MSM44,44/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.2798571052116,-71.0919964619996,
5943,5944,Quebec,Mont Sainte-Marguerite,147.2,MSM45,45/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.2764886178786,-71.0900409252162,
5944,5945,Quebec,Mont Sainte-Marguerite,147.2,MSM46,46/46,3200.0,113.0,92.5,Siemens,SWT 3.2-113,2018,46.2722261686026,-71.0899144399974,
5945,5946,Quebec,Nicolas-Riou,224.25,NRU1,1/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.19011,-68.7696939999999,
5946,5947,Quebec,Nicolas-Riou,224.25,NRU2,2/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.187211,-68.7770969999999,
5947,5948,Quebec,Nicolas-Riou,224.25,NRU3,3/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.182964,-68.783963,
5948,5949,Quebec,Nicolas-Riou,224.25,NRU4,4/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.177402,-68.7909749999999,
5949,5950,Quebec,Nicolas-Riou,224.25,NRU5,5/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.1733049999999,-68.79635,
5950,5951,Quebec,Nicolas-Riou,224.25,NRU6,6/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.169659,-68.8021649999999,
5951,5952,Quebec,Nicolas-Riou,224.25,NRU7,7/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.163192,-68.8097829999999,
5952,5953,Quebec,Nicolas-Riou,224.25,NRU8,8/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.152742,-68.828206,
5953,5954,Quebec,Nicolas-Riou,224.25,NRU9,9/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.1488069999999,-68.8346649999999,
5954,5955,Quebec,Nicolas-Riou,224.25,NRU10,10/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.1577229999999,-68.796246,
5955,5956,Quebec,Nicolas-Riou,224.25,NRU11,11/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.1542909999999,-68.803413,
5956,5957,Quebec,Nicolas-Riou,224.25,NRU12,12/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.1511319999999,-68.8069319999999,
5957,5958,Quebec,Nicolas-Riou,224.25,NRU13,13/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.1515919999999,-68.7842729999999,
5958,5959,Quebec,Nicolas-Riou,224.25,NRU14,14/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.1468389999999,-68.7928559999999,
5959,5960,Quebec,Nicolas-Riou,224.25,NRU15,15/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.138136,-68.8012819999999,
5960,5961,Quebec,Nicolas-Riou,224.25,NRU16,16/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.131682,-68.7920199999999,
5961,5962,Quebec,Nicolas-Riou,224.25,NRU17,17/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.126496,-68.8027919999999,
5962,5963,Quebec,Nicolas-Riou,224.25,NRU18,18/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.121856,-68.8089079999999,
5963,5964,Quebec,Nicolas-Riou,224.25,NRU19,19/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.164599,-68.8486689999999,
5964,5965,Quebec,Nicolas-Riou,224.25,NRU20,20/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.1612969999999,-68.8529599999999,
5965,5966,Quebec,Nicolas-Riou,224.25,NRU21,21/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.150608,-68.8562969999999,
5966,5967,Quebec,Nicolas-Riou,224.25,NRU22,22/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.14345,-68.863124,
5967,5968,Quebec,Nicolas-Riou,224.25,NRU23,23/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.139062,-68.8576089999999,
5968,5969,Quebec,Nicolas-Riou,224.25,NRU24,24/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.1389039999999,-68.8698609999999,
5969,5970,Quebec,Nicolas-Riou,224.25,NRU25,25/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.13438,-68.8650759999999,
5970,5971,Quebec,Nicolas-Riou,224.25,NRU26,26/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.131234,-68.8708699999999,
5971,5972,Quebec,Nicolas-Riou,224.25,NRU27,27/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.144217,-68.8818129999999,
5972,5973,Quebec,Nicolas-Riou,224.25,NRU28,28/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.141532,-68.8862769999999,
5973,5974,Quebec,Nicolas-Riou,224.25,NRU29,29/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.13662,-68.8943229999999,
5974,5975,Quebec,Nicolas-Riou,224.25,NRU30,30/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.1598109999999,-68.894345,
5975,5976,Quebec,Nicolas-Riou,224.25,NRU31,31/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.157499,-68.903142,
5976,5977,Quebec,Nicolas-Riou,224.25,NRU32,32/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.148676,-68.9097559999999,
5977,5978,Quebec,Nicolas-Riou,224.25,NRU33,33/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.145186,-68.9142619999999,
5978,5979,Quebec,Nicolas-Riou,224.25,NRU34,34/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.153113,-68.921536,
5979,5980,Quebec,Nicolas-Riou,224.25,NRU35,35/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.149207,-68.9259999999999,
5980,5981,Quebec,Nicolas-Riou,224.25,NRU36,36/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.145502,-68.9321969999999,
5981,5982,Quebec,Nicolas-Riou,224.25,NRU37,37/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.1394709999999,-68.9315359999999,
5982,5983,Quebec,Nicolas-Riou,224.25,NRU38,38/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.135111,-68.946928,
5983,5984,Quebec,Nicolas-Riou,224.25,NRU39,39/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.142148,-68.9503829999999,
5984,5985,Quebec,Nicolas-Riou,224.25,NRU40,40/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.1413439999999,-68.9598029999999,
5985,5986,Quebec,Nicolas-Riou,224.25,NRU41,41/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.1296,-68.9338639999999,
5986,5987,Quebec,Nicolas-Riou,224.25,NRU42,42/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.12585,-68.9412239999999,
5987,5988,Quebec,Nicolas-Riou,224.25,NRU43,43/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.121612,-68.943413,
5988,5989,Quebec,Nicolas-Riou,224.25,NRU44,44/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.116008,-68.9515569999999,
5989,5990,Quebec,Nicolas-Riou,224.25,NRU45,45/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.1118119999999,-68.9607189999999,
5990,5991,Quebec,Nicolas-Riou,224.25,NRU46,46/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.112392,-68.974751,
5991,5992,Quebec,Nicolas-Riou,224.25,NRU47,47/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.121113,-68.969537,
5992,5993,Quebec,Nicolas-Riou,224.25,NRU48,48/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.1258829999999,-68.9767899999999,
5993,5994,Quebec,Nicolas-Riou,224.25,NRU49,49/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.105896,-68.9438759999999,
5994,5995,Quebec,Nicolas-Riou,224.25,NRU50,50/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.100335,-68.945529,
5995,5996,Quebec,Nicolas-Riou,224.25,NRU51,51/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.114169,-68.931527,
5996,5997,Quebec,Nicolas-Riou,224.25,NRU52,52/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.110734,-68.9233939999999,
5997,5998,Quebec,Nicolas-Riou,224.25,NRU53,53/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.106324,-68.927107,
5998,5999,Quebec,Nicolas-Riou,224.25,NRU54,54/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.107523,-68.9149579999999,
5999,6000,Quebec,Nicolas-Riou,224.25,NRU55,55/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.112466,-68.9058169999999,
6000,6001,Quebec,Nicolas-Riou,224.25,NRU56,56/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.11465,-68.915108,
6001,6002,Quebec,Nicolas-Riou,224.25,NRU57,57/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.116303,-68.900345,
6002,6003,Quebec,Nicolas-Riou,224.25,NRU58,58/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.118808,-68.8926349999999,
6003,6004,Quebec,Nicolas-Riou,224.25,NRU59,59/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.0866069999999,-68.915855,
6004,6005,Quebec,Nicolas-Riou,224.25,NRU60,60/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.078626,-68.930314,
6005,6006,Quebec,Nicolas-Riou,224.25,NRU61,61/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.093835,-68.874002,
6006,6007,Quebec,Nicolas-Riou,224.25,NRU62,62/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.090658,-68.8814899999999,
6007,6008,Quebec,Nicolas-Riou,224.25,NRU63,63/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.0832969999999,-68.891189,
6008,6009,Quebec,Nicolas-Riou,224.25,NRU64,64/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.080609,-68.899214,
6009,6010,Quebec,Nicolas-Riou,224.25,NRU65,65/65,3450.0,117.0,116.5,Vestas,V117/3450,2018,48.077431,-68.910029,
6010,6011,Quebec,Raglan Mine,6.0,RAG2,2/2,3000.0,92.0,90.0,Enercon,E-92,2018,61.6857097285942,-73.6962580530932,
6011,6012,Quebec,Mont Copper,54.0,MCR1,1/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9778816374213,-65.5505882440927,
6012,6013,Quebec,Mont Copper,54.0,MCR2,2/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.97373216607,-65.5535674745521,
6013,6014,Quebec,Mont Copper,54.0,MCR3,3/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9788982688792,-65.544727458689,
6014,6015,Quebec,Mont Copper,54.0,MCR4,4/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9701798079884,-65.5527669851855,
6015,6016,Quebec,Mont Copper,54.0,MCR5,5/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9671686313198,-65.5500274021231,
6016,6017,Quebec,Mont Copper,54.0,MCR6,6/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.96508726711,-65.5464512605555,
6017,6018,Quebec,Mont Copper,54.0,MCR7,7/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9649583581805,-65.5408223205308,
6018,6019,Quebec,Mont Copper,54.0,MCR8,8/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9620194872304,-65.5441345314384,
6019,6020,Quebec,Mont Copper,54.0,MCR9,9/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9705994903929,-65.5578765843833,
6020,6021,Quebec,Mont Copper,54.0,MCR10,10/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9679971868618,-65.5601183012819,
6021,6022,Quebec,Mont Copper,54.0,MCR11,11/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9642920488358,-65.5547151990478,
6022,6023,Quebec,Mont Copper,54.0,MCR12,12/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9517709649289,-65.5605381328801,
6023,6024,Quebec,Mont Copper,54.0,MCR13,13/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9499471013249,-65.5511162548901,
6024,6025,Quebec,Mont Copper,54.0,MCR14,14/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9528452787767,-65.5495547936665,
6025,6026,Quebec,Mont Copper,54.0,MCR15,15/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9521022204919,-65.5453309257366,
6026,6027,Quebec,Mont Copper,54.0,MCR16,16/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9510496259598,-65.540908561764,
6027,6028,Quebec,Mont Copper,54.0,MCR17,17/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9491917284966,-65.5370942084203,
6028,6029,Quebec,Mont Copper,54.0,MCR18,18/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.947373495278,-65.5330849814716,
6029,6030,Quebec,Mont Copper,54.0,MCR19,19/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9454714272441,-65.5290624164791,
6030,6031,Quebec,Mont Copper,54.0,MCR20,20/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.941532432956,-65.5287983493343,
6031,6032,Quebec,Mont Copper,54.0,MCR21,21/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.938283487285,-65.5283123661503,
6032,6033,Quebec,Mont Copper,54.0,MCR22,22/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9552478980136,-65.5530836475201,
6033,6034,Quebec,Mont Copper,54.0,MCR23,23/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9419366142457,-65.5744940025512,
6034,6035,Quebec,Mont Copper,54.0,MCR24,24/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9383412477908,-65.5719666772225,
6035,6036,Quebec,Mont Copper,54.0,MCR25,25/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9375121796138,-65.5777699952366,
6036,6037,Quebec,Mont Copper,54.0,MCR26,26/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9371775932989,-65.5676474671945,
6037,6038,Quebec,Mont Copper,54.0,MCR27,27/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9372591730268,-65.5623518969491,
6038,6039,Quebec,Mont Copper,54.0,MCR28,28/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.937419580916,-65.5572007493602,
6039,6040,Quebec,Mont Copper,54.0,MCR29,29/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9366332012259,-65.5522264666294,
6040,6041,Quebec,Mont Copper,54.0,MCR30,30/30,1800.0,80.0,67.0,Vestas,V80,2004/2005,48.9346957999676,-65.5480419335037,
6041,6042,Quebec,Gros-Morne,211.5,GRM1,1/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2379750690937,-65.4189131785427,
6042,6043,Quebec,Gros-Morne,211.5,GRM2,2/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2373212818843,-65.4286305845674,
6043,6044,Quebec,Gros-Morne,211.5,GRM3,3/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2353528537309,-65.428302752697,
6044,6045,Quebec,Gros-Morne,211.5,GRM4,4/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2333074285439,-65.4233394142629,
6045,6046,Quebec,Gros-Morne,211.5,GRM5,5/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2313200772014,-65.4220698815536,
6046,6047,Quebec,Gros-Morne,211.5,GRM6,6/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2293266475578,-65.4196770649645,
6047,6048,Quebec,Gros-Morne,211.5,GRM7,7/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2239063017968,-65.4214559378103,
6048,6049,Quebec,Gros-Morne,211.5,GRM8,8/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.224681040027,-65.4143952865747,
6049,6050,Quebec,Gros-Morne,211.5,GRM9,9/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2204781740851,-65.416584562143,
6050,6051,Quebec,Gros-Morne,211.5,GRM10,10/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2201935027868,-65.4210697475996,
6051,6052,Quebec,Gros-Morne,211.5,GRM11,11/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2327208930445,-65.4335776555252,
6052,6053,Quebec,Gros-Morne,211.5,GRM12,12/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2310706424474,-65.4335967428433,
6053,6054,Quebec,Gros-Morne,211.5,GRM13,13/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2277010500924,-65.4336606694839,
6054,6055,Quebec,Gros-Morne,211.5,GRM14,14/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2256659824549,-65.433895684885,
6055,6056,Quebec,Gros-Morne,211.5,GRM15,15/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2237374848312,-65.4334262471178,
6056,6057,Quebec,Gros-Morne,211.5,GRM16,16/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2216314645151,-65.4329397755123,
6057,6058,Quebec,Gros-Morne,211.5,GRM17,17/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2196283926165,-65.4329161214341,
6058,6059,Quebec,Gros-Morne,211.5,GRM18,18/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2175188066366,-65.4326332648019,
6059,6060,Quebec,Gros-Morne,211.5,GRM19,19/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2154599094383,-65.4323805781936,
6060,6061,Quebec,Gros-Morne,211.5,GRM20,20/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2133757867889,-65.4322157708155,
6061,6062,Quebec,Gros-Morne,211.5,GRM21,21/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2108078225614,-65.4306327242942,
6062,6063,Quebec,Gros-Morne,211.5,GRM22,22/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2090054003315,-65.4307471674976,
6063,6064,Quebec,Gros-Morne,211.5,GRM23,23/141,1500.0,77.0,80.0,GE,GE 1.5SLE,2011/2012,49.2067518644066,-65.4312216202369,
